Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,Year_of_Study_Encoded,Prompt_Skill_Encoded,Policy_Encoded,Burnout_Encoded,Paid_Sub_Int,Major_Arts,Major_Business,Major_Humanities,Major_Medical,Major_STEM,Use_Copywriting/Drafting,Use_Debugging/Troubleshooting,Use_Direct_Answer_Generation,Use_Ideation,Use_Summarizing_Reading,GPA_Change,AI_to_Study_Ratio,Total_Study_Hours,AI_Dominant,Dep_Anxiety_Interaction,Dep_Skill_Ratio,High_AI_User,GPA_Direction
111686,Humanities,Freshman,3.169,0.28,Copywriting/Drafting,Beginner,3,True,8.53,2,Actively_Encouraged,3,3.222,51.63,Low,1,1,3,1,1,0,0,1,0,0,1,0,0,0,0,0.052999999999999936,0.033,8.809999999999999,0,6,1.998,0,Stable
111687,STEM,Senior,3.411,1.66,Debugging/Troubleshooting,Intermediate,4,False,8.23,5,Strict_Ban,5,3.744,75.93,Medium,4,2,1,2,0,0,0,0,0,1,0,1,0,0,0,0.3330000000000002,0.202,9.89,0,25,2.499,0,Improved
111688,Business,Freshman,2.52,9.49,Ideation,Intermediate,1,False,10.69,4,Strict_Ban,2,2.861,75.08,Low,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0.3410000000000002,0.888,20.18,0,8,1.999,0,Improved
111689,Humanities,Graduate,3.587,22.98,Summarizing_Reading,Advanced,3,False,1.0,6,Allowed_With_Citation,5,3.642,95.51,High,5,3,2,3,0,0,0,1,0,0,0,0,0,0,1,0.054999999999999716,22.957,23.98,1,30,1.999,1,Stable
111690,Business,Freshman,2.717,5.1,Summarizing_Reading,Beginner,2,False,8.06,3,Actively_Encouraged,6,2.808,67.86,Low,1,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0.09099999999999975,0.633,13.16,0,18,2.997,0,Stable
111691,STEM,Junior,3.359,6.43,Debugging/Troubleshooting,Advanced,5,False,17.95,5,Allowed_With_Citation,5,3.47,86.13,Medium,3,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0.11100000000000021,0.358,24.38,0,25,1.666,0,Improved
111692,Business,Graduate,2.798,4.59,Copywriting/Drafting,Intermediate,4,False,14.3,2,Allowed_With_Citation,5,3.435,89.72,High,5,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0.637,0.321,18.89,0,10,1.0,0,Improved
111693,Arts,Graduate,3.5,8.26,Copywriting/Drafting,Beginner,2,False,7.78,5,Allowed_With_Citation,9,3.694,71.55,High,5,1,2,3,0,1,0,0,0,0,1,0,0,0,0,0.19399999999999995,1.062,16.04,1,45,4.995,0,Improved
111694,Medical,Senior,2.479,24.18,Debugging/Troubleshooting,Intermediate,1,True,11.61,7,Allowed_With_Citation,5,3.062,68.45,High,4,2,2,3,1,0,0,0,1,0,0,1,0,0,0,0.5829999999999997,2.083,35.79,1,35,3.498,1,Improved
111695,STEM,Senior,3.492,6.1,Summarizing_Reading,Beginner,2,False,4.33,2,Allowed_With_Citation,9,3.683,67.01,Medium,4,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0.19099999999999984,1.408,10.43,1,18,1.998,0,Improved
111696,Humanities,Graduate,2.377,0.92,Copywriting/Drafting,Advanced,3,False,14.65,4,Strict_Ban,3,2.474,100.0,Low,5,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0.09700000000000042,0.063,15.57,0,12,1.333,0,Stable
111697,Humanities,Graduate,3.522,8.39,Direct_Answer_Generation,Beginner,1,False,5.06,4,Allowed_With_Citation,4,3.76,80.74,Medium,5,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0.238,1.658,13.45,1,16,3.996,0,Improved
111698,Medical,Junior,2.179,8.97,Summarizing_Reading,Intermediate,3,True,16.0,4,Allowed_With_Citation,3,2.345,79.45,High,3,2,2,3,1,0,0,0,1,0,0,0,0,0,1,0.16600000000000037,0.561,24.97,0,12,1.999,0,Improved
111699,Medical,Senior,3.217,0.25,Direct_Answer_Generation,Beginner,3,True,14.68,3,Actively_Encouraged,5,3.676,54.07,Medium,4,1,3,2,1,0,0,0,1,0,0,0,1,0,0,0.4590000000000001,0.017,14.93,0,15,2.997,0,Improved
111700,STEM,Junior,2.117,9.23,Direct_Answer_Generation,Advanced,3,True,11.94,4,Allowed_With_Citation,4,2.295,82.16,Medium,3,3,2,2,1,0,0,0,0,1,0,0,1,0,0,0.17799999999999994,0.773,21.17,0,16,1.333,0,Improved
111701,STEM,Junior,3.158,2.62,Debugging/Troubleshooting,Advanced,3,True,4.62,4,Actively_Encouraged,7,3.282,80.12,Medium,3,3,3,2,1,0,0,0,0,1,0,1,0,0,0,0.12400000000000011,0.567,7.24,0,28,1.333,0,Improved
111702,Humanities,Graduate,3.822,3.05,Debugging/Troubleshooting,Intermediate,2,False,1.22,4,Allowed_With_Citation,4,4.0,70.67,Medium,5,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0.17799999999999994,2.498,4.27,1,16,1.999,0,Improved
111703,STEM,Senior,3.349,6.59,Summarizing_Reading,Advanced,3,True,8.79,4,Actively_Encouraged,7,3.263,85.52,Low,4,3,3,1,1,0,0,0,0,1,0,0,0,0,1,-0.0860000000000003,0.75,15.379999999999999,0,28,1.333,0,Stable
111704,Humanities,Graduate,3.338,26.19,Summarizing_Reading,Advanced,3,False,9.24,6,Strict_Ban,10,3.474,75.79,High,5,3,1,3,0,0,0,1,0,0,0,0,0,0,1,0.13600000000000012,2.834,35.43,1,60,1.999,1,Improved
111705,STEM,Freshman,3.324,32.75,Debugging/Troubleshooting,Intermediate,5,True,10.94,4,Actively_Encouraged,2,3.101,76.43,Medium,1,2,3,2,1,0,0,0,0,1,0,1,0,0,0,-0.22299999999999986,2.993,43.69,1,8,1.999,1,Declined
111706,Business,Junior,2.126,3.77,Direct_Answer_Generation,Beginner,3,False,20.9,4,Allowed_With_Citation,3,2.543,74.16,Medium,3,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0.41700000000000026,0.18,24.669999999999998,0,12,3.996,0,Improved
111707,Medical,Sophomore,2.348,0.46,Summarizing_Reading,Beginner,3,False,11.8,2,Allowed_With_Citation,1,2.384,71.09,Medium,2,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0.03600000000000003,0.039,12.260000000000002,0,2,1.998,0,Stable
111708,Medical,Junior,3.785,16.29,Summarizing_Reading,Advanced,4,True,10.8,4,Actively_Encouraged,5,3.935,63.88,Medium,3,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0.1499999999999999,1.508,27.09,1,20,1.333,1,Improved
111709,Humanities,Junior,2.966,1.75,Direct_Answer_Generation,Beginner,3,False,7.02,1,Allowed_With_Citation,5,2.685,52.51,Medium,3,1,2,2,0,0,0,1,0,0,0,0,1,0,0,-0.28100000000000014,0.249,8.77,0,5,0.999,0,Declined
111710,Business,Senior,3.035,1.1,Debugging/Troubleshooting,Beginner,2,False,9.23,3,Actively_Encouraged,5,3.124,80.3,Low,4,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0.08899999999999997,0.119,10.33,0,15,2.997,0,Stable
111711,Arts,Freshman,3.142,5.8,Ideation,Beginner,1,False,13.38,7,Strict_Ban,3,3.174,81.57,High,1,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0.03200000000000003,0.433,19.18,0,21,6.993,0,Stable
111712,STEM,Freshman,2.685,16.68,Copywriting/Drafting,Advanced,5,False,10.93,3,Actively_Encouraged,7,2.732,72.99,Low,1,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0.04700000000000015,1.526,27.61,1,21,1.0,1,Stable
111713,Business,Graduate,3.235,19.26,Ideation,Beginner,3,True,4.03,6,Actively_Encouraged,5,3.75,76.21,High,5,1,3,3,1,0,1,0,0,0,0,0,0,1,0,0.5150000000000001,4.778,23.290000000000003,1,30,5.994,1,Improved
111714,Humanities,Graduate,2.922,9.38,Copywriting/Drafting,Beginner,2,False,23.18,4,Actively_Encouraged,8,3.545,73.97,High,5,1,3,3,0,0,0,1,0,0,1,0,0,0,0,0.6229999999999998,0.405,32.56,0,32,3.996,0,Improved
111715,STEM,Freshman,3.044,33.88,Direct_Answer_Generation,Intermediate,4,True,11.83,8,Allowed_With_Citation,6,2.674,23.66,Medium,1,2,2,2,1,0,0,0,0,1,0,0,1,0,0,-0.3700000000000001,2.864,45.71,1,48,3.998,1,Declined
111716,Humanities,Sophomore,3.285,5.19,Copywriting/Drafting,Intermediate,2,False,7.59,3,Allowed_With_Citation,1,3.501,76.64,Medium,2,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0.21599999999999975,0.684,12.780000000000001,0,3,1.499,0,Improved
111717,STEM,Freshman,3.232,24.31,Copywriting/Drafting,Intermediate,1,True,12.05,8,Allowed_With_Citation,2,3.603,86.93,High,1,2,2,3,1,0,0,0,0,1,1,0,0,0,0,0.371,2.017,36.36,1,16,3.998,1,Improved
111718,Business,Senior,2.021,4.41,Summarizing_Reading,Beginner,2,False,9.97,3,Allowed_With_Citation,3,2.229,42.93,Medium,4,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0.20800000000000018,0.442,14.38,0,9,2.997,0,Improved
111719,STEM,Senior,3.326,21.09,Debugging/Troubleshooting,Beginner,2,True,2.51,6,Actively_Encouraged,5,3.543,60.42,High,4,1,3,3,1,0,0,0,0,1,0,1,0,0,0,0.21700000000000008,8.399,23.6,1,30,5.994,1,Improved
111720,Humanities,Junior,2.667,4.5,Copywriting/Drafting,Beginner,1,True,13.47,2,Allowed_With_Citation,7,2.76,68.08,Medium,3,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0.09299999999999997,0.334,17.97,0,14,1.998,0,Stable
111721,STEM,Senior,3.411,1.75,Debugging/Troubleshooting,Intermediate,3,True,8.74,3,Actively_Encouraged,1,3.682,68.84,High,4,2,3,3,1,0,0,0,0,1,0,1,0,0,0,0.2709999999999999,0.2,10.49,0,3,1.499,0,Improved
111722,Arts,Junior,2.639,4.27,Direct_Answer_Generation,Beginner,1,False,11.56,2,Strict_Ban,5,2.966,73.9,Low,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0.3270000000000004,0.369,15.83,0,10,1.998,0,Improved
111723,Humanities,Sophomore,3.417,0.96,Summarizing_Reading,Intermediate,1,True,25.38,3,Allowed_With_Citation,4,3.54,81.31,Medium,2,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0.12300000000000022,0.038,26.34,0,12,1.499,0,Improved
111724,Business,Senior,3.519,4.64,Ideation,Advanced,3,False,12.54,3,Allowed_With_Citation,8,3.55,96.89,Low,4,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0.030999999999999694,0.37,17.18,0,24,1.0,0,Stable
111725,Business,Senior,3.236,2.76,Ideation,Beginner,3,True,5.69,3,Allowed_With_Citation,8,3.311,76.28,Medium,4,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0.07499999999999973,0.485,8.45,0,24,2.997,0,Stable
111726,Humanities,Graduate,3.555,19.91,Copywriting/Drafting,Intermediate,1,True,5.52,6,Actively_Encouraged,4,3.507,82.03,High,5,2,3,3,1,0,0,1,0,0,1,0,0,0,0,-0.04800000000000004,3.606,25.43,1,24,2.999,1,Stable
111727,STEM,Graduate,3.796,10.65,Ideation,Beginner,2,False,1.96,5,Actively_Encouraged,6,4.0,80.89,High,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0.20400000000000018,5.431,12.61,1,30,4.995,0,Improved
111728,Business,Senior,3.37,4.89,Copywriting/Drafting,Advanced,3,False,9.5,2,Allowed_With_Citation,3,3.59,80.78,High,4,3,2,3,0,0,1,0,0,0,1,0,0,0,0,0.21999999999999975,0.515,14.39,0,6,0.666,0,Improved
111729,STEM,Freshman,3.482,0.54,Direct_Answer_Generation,Advanced,5,True,9.48,2,Actively_Encouraged,8,3.65,76.66,Low,1,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0.1679999999999997,0.057,10.02,0,16,0.666,0,Improved
111730,STEM,Freshman,3.199,21.43,Copywriting/Drafting,Intermediate,3,True,3.57,4,Allowed_With_Citation,3,3.456,78.83,Medium,1,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0.2570000000000001,6.001,25.0,1,12,1.999,1,Improved
111731,Business,Senior,3.684,10.15,Ideation,Intermediate,3,False,7.1,2,Allowed_With_Citation,5,3.874,80.11,Medium,4,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0.18999999999999995,1.429,17.25,1,10,1.0,0,Improved
111732,STEM,Freshman,2.488,11.62,Debugging/Troubleshooting,Advanced,4,True,7.7,4,Strict_Ban,3,2.778,83.14,Medium,1,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0.29000000000000004,1.509,19.32,1,12,1.333,0,Improved
111733,Humanities,Sophomore,2.967,9.67,Ideation,Advanced,4,False,1.0,5,Allowed_With_Citation,6,2.757,80.29,Medium,2,3,2,2,0,0,0,1,0,0,0,0,0,1,0,-0.20999999999999996,9.66,10.67,1,30,1.666,0,Declined
111734,Humanities,Freshman,3.444,4.78,Direct_Answer_Generation,Advanced,4,False,9.96,5,Allowed_With_Citation,10,3.596,94.54,Medium,1,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0.15200000000000014,0.48,14.740000000000002,0,50,1.666,0,Improved
111735,Humanities,Graduate,3.182,15.12,Summarizing_Reading,Advanced,4,True,6.02,4,Actively_Encouraged,4,3.294,64.63,High,5,3,3,3,1,0,0,1,0,0,0,0,0,0,1,0.1120000000000001,2.511,21.14,1,16,1.333,1,Improved
111736,Business,Sophomore,2.613,6.76,Copywriting/Drafting,Advanced,5,False,15.71,5,Actively_Encouraged,7,2.928,81.62,Low,2,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0.31499999999999995,0.43,22.47,0,35,1.666,0,Improved
111737,Business,Freshman,3.359,2.65,Debugging/Troubleshooting,Advanced,4,False,21.03,2,Allowed_With_Citation,3,3.86,100.0,Low,1,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0.5009999999999999,0.126,23.68,0,6,0.666,0,Improved
111738,Business,Graduate,2.564,7.18,Ideation,Beginner,2,True,7.32,2,Actively_Encouraged,4,2.717,72.01,Medium,5,1,3,2,1,0,1,0,0,0,0,0,0,1,0,0.15300000000000002,0.981,14.5,0,8,1.998,0,Improved
111739,Business,Junior,3.689,1.3,Summarizing_Reading,Advanced,5,True,7.0,4,Strict_Ban,3,3.788,70.24,Low,3,3,1,1,1,0,1,0,0,0,0,0,0,0,1,0.09899999999999975,0.186,8.3,0,12,1.333,0,Stable
111740,STEM,Freshman,2.71,9.53,Debugging/Troubleshooting,Advanced,5,False,7.39,4,Allowed_With_Citation,5,2.829,80.56,Medium,1,3,2,2,0,0,0,0,0,1,0,1,0,0,0,0.11900000000000022,1.289,16.919999999999998,1,20,1.333,0,Improved
111741,Humanities,Senior,3.364,4.06,Copywriting/Drafting,Advanced,3,True,13.13,3,Allowed_With_Citation,4,3.935,75.54,High,4,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0.5710000000000002,0.309,17.19,0,12,1.0,0,Improved
111742,Humanities,Freshman,3.588,15.91,Copywriting/Drafting,Intermediate,3,False,5.89,6,Allowed_With_Citation,6,3.589,80.77,High,1,2,2,3,0,0,0,1,0,0,1,0,0,0,0,0.0009999999999998899,2.701,21.8,1,36,2.999,1,Stable
111743,Humanities,Senior,3.543,7.04,Copywriting/Drafting,Intermediate,3,False,7.98,2,Allowed_With_Citation,5,3.647,76.41,Low,4,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0.10399999999999965,0.882,15.02,0,10,1.0,0,Improved
111744,Medical,Junior,3.0,20.69,Summarizing_Reading,Advanced,4,True,13.07,8,Actively_Encouraged,7,3.436,80.37,Medium,3,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0.43599999999999994,1.583,33.760000000000005,1,56,2.666,1,Improved
111745,Arts,Freshman,3.313,3.42,Debugging/Troubleshooting,Advanced,4,False,12.8,4,Actively_Encouraged,8,3.634,86.3,Low,1,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0.32099999999999973,0.267,16.22,0,32,1.333,0,Improved
111746,STEM,Senior,3.825,7.48,Direct_Answer_Generation,Beginner,1,True,5.84,6,Actively_Encouraged,10,4.0,74.38,Medium,4,1,3,2,1,0,0,0,0,1,0,0,1,0,0,0.17499999999999982,1.281,13.32,1,60,5.994,0,Improved
111747,STEM,Junior,3.042,11.04,Summarizing_Reading,Beginner,1,True,15.24,5,Actively_Encouraged,6,3.519,59.93,Medium,3,1,3,2,1,0,0,0,0,1,0,0,0,0,1,0.4770000000000003,0.724,26.28,0,30,4.995,0,Improved
111748,STEM,Junior,3.914,5.49,Debugging/Troubleshooting,Intermediate,3,False,12.83,2,Allowed_With_Citation,3,3.974,90.96,High,3,2,2,3,0,0,0,0,0,1,0,1,0,0,0,0.06000000000000005,0.428,18.32,0,6,1.0,0,Stable
111749,STEM,Graduate,3.655,26.65,Direct_Answer_Generation,Beginner,3,False,19.35,8,Actively_Encouraged,2,3.569,67.89,Medium,5,1,3,2,0,0,0,0,0,1,0,0,1,0,0,-0.08599999999999985,1.377,46.0,1,16,7.992,1,Stable
111750,STEM,Sophomore,3.045,3.82,Debugging/Troubleshooting,Advanced,3,True,12.49,2,Allowed_With_Citation,7,3.625,81.65,Low,2,3,2,1,1,0,0,0,0,1,0,1,0,0,0,0.5800000000000001,0.306,16.31,0,14,0.666,0,Improved
111751,Business,Sophomore,3.446,11.13,Direct_Answer_Generation,Beginner,2,True,9.15,4,Strict_Ban,8,3.284,52.69,Medium,2,1,1,2,1,0,1,0,0,0,0,0,1,0,0,-0.16200000000000037,1.216,20.28,1,32,3.996,0,Declined
111752,Arts,Graduate,3.794,2.11,Copywriting/Drafting,Beginner,3,False,12.07,4,Strict_Ban,5,3.862,62.09,High,5,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0.06800000000000006,0.175,14.18,0,20,3.996,0,Stable
111753,Business,Junior,3.03,2.8,Ideation,Intermediate,2,False,19.88,1,Strict_Ban,4,3.235,82.04,Low,3,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0.20500000000000007,0.141,22.68,0,4,0.5,0,Improved
111754,STEM,Junior,2.448,0.73,Direct_Answer_Generation,Beginner,3,False,16.87,1,Strict_Ban,3,2.578,45.16,Low,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0.1299999999999999,0.043,17.6,0,3,0.999,0,Improved
111755,Humanities,Sophomore,3.293,6.19,Direct_Answer_Generation,Advanced,4,False,15.99,3,Strict_Ban,8,3.636,56.87,Medium,2,3,1,2,0,0,0,1,0,0,0,0,1,0,0,0.34299999999999997,0.387,22.18,0,24,1.0,0,Improved
111756,Business,Sophomore,3.818,40.0,Ideation,Beginner,1,True,3.77,7,Actively_Encouraged,5,4.0,65.38,High,2,1,3,3,1,0,1,0,0,0,0,0,0,1,0,0.18199999999999994,10.607,43.77,1,35,6.993,1,Improved
111757,Arts,Junior,3.415,4.33,Ideation,Beginner,2,False,1.57,2,Allowed_With_Citation,5,3.39,70.3,Low,3,1,2,1,0,1,0,0,0,0,0,0,0,1,0,-0.02499999999999991,2.756,5.9,1,10,1.998,0,Stable
111758,Arts,Sophomore,3.18,1.94,Debugging/Troubleshooting,Intermediate,2,True,6.98,2,Actively_Encouraged,5,3.464,92.23,Medium,2,2,3,2,1,1,0,0,0,0,0,1,0,0,0,0.2839999999999998,0.278,8.92,0,10,1.0,0,Improved
111759,Medical,Sophomore,3.519,0.59,Direct_Answer_Generation,Intermediate,3,False,4.3,2,Actively_Encouraged,5,3.76,61.99,Low,2,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0.24099999999999966,0.137,4.89,0,10,1.0,0,Improved
111760,Business,Junior,2.934,6.29,Ideation,Intermediate,3,True,6.28,3,Allowed_With_Citation,4,3.145,71.87,High,3,2,2,3,1,0,1,0,0,0,0,0,0,1,0,0.21099999999999985,1.001,12.57,1,12,1.499,0,Improved
111761,Business,Freshman,2.925,8.32,Ideation,Intermediate,1,False,13.81,1,Allowed_With_Citation,1,3.224,64.75,Medium,1,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0.2990000000000004,0.602,22.130000000000003,0,1,0.5,0,Improved
111762,STEM,Junior,3.453,19.71,Debugging/Troubleshooting,Advanced,4,False,5.87,5,Allowed_With_Citation,4,3.634,85.21,High,3,3,2,3,0,0,0,0,0,1,0,1,0,0,0,0.18100000000000005,3.357,25.580000000000002,1,20,1.666,1,Improved
111763,Business,Senior,3.05,20.08,Debugging/Troubleshooting,Intermediate,2,False,5.19,7,Strict_Ban,9,3.132,63.92,High,4,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0.0820000000000003,3.868,25.27,1,63,3.498,1,Stable
111764,STEM,Freshman,3.36,35.42,Ideation,Advanced,3,True,4.87,7,Actively_Encouraged,4,3.656,65.3,High,1,3,3,3,1,0,0,0,0,1,0,0,0,1,0,0.29600000000000026,7.272,40.29,1,28,2.333,1,Improved
111765,Humanities,Senior,3.19,12.78,Debugging/Troubleshooting,Intermediate,5,True,12.93,5,Actively_Encouraged,5,3.617,61.78,Medium,4,2,3,2,1,0,0,1,0,0,0,1,0,0,0,0.42700000000000005,0.988,25.71,0,25,2.499,1,Improved
111766,Business,Sophomore,2.539,8.15,Summarizing_Reading,Intermediate,4,False,4.15,3,Actively_Encouraged,3,2.756,97.59,Medium,2,2,3,2,0,0,1,0,0,0,0,0,0,0,1,0.21699999999999964,1.963,12.3,1,9,1.499,0,Improved
111767,STEM,Graduate,2.583,0.47,Debugging/Troubleshooting,Beginner,3,True,13.78,2,Allowed_With_Citation,1,2.557,76.17,Low,5,1,2,1,1,0,0,0,0,1,0,1,0,0,0,-0.026000000000000245,0.034,14.25,0,2,1.998,0,Stable
111768,STEM,Graduate,2.838,20.29,Debugging/Troubleshooting,Beginner,1,True,6.44,7,Allowed_With_Citation,5,3.042,51.55,High,5,1,2,3,1,0,0,0,0,1,0,1,0,0,0,0.20399999999999974,3.15,26.73,1,35,6.993,1,Improved
111769,STEM,Senior,2.381,19.55,Debugging/Troubleshooting,Intermediate,4,False,12.02,3,Actively_Encouraged,5,2.664,76.41,High,4,2,3,3,0,0,0,0,0,1,0,1,0,0,0,0.28300000000000036,1.626,31.57,1,15,1.499,1,Improved
111770,STEM,Sophomore,3.357,5.03,Copywriting/Drafting,Beginner,2,True,20.26,1,Actively_Encouraged,1,3.571,96.81,Medium,2,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0.21399999999999997,0.248,25.290000000000003,0,1,0.999,0,Improved
111771,STEM,Graduate,3.629,13.13,Direct_Answer_Generation,Advanced,5,False,12.14,7,Allowed_With_Citation,7,3.983,100.0,Medium,5,3,2,2,0,0,0,0,0,1,0,0,1,0,0,0.3540000000000001,1.081,25.270000000000003,1,49,2.333,1,Improved
111772,STEM,Graduate,2.8,0.7,Copywriting/Drafting,Advanced,3,True,11.91,4,Actively_Encouraged,6,3.264,81.51,Medium,5,3,3,2,1,0,0,0,0,1,1,0,0,0,0,0.46399999999999997,0.059,12.61,0,24,1.333,0,Improved
111773,STEM,Junior,2.448,6.24,Debugging/Troubleshooting,Beginner,1,False,3.77,2,Strict_Ban,5,2.478,72.26,High,3,1,1,3,0,0,0,0,0,1,0,1,0,0,0,0.03000000000000025,1.655,10.01,1,10,1.998,0,Stable
111774,STEM,Junior,3.809,17.25,Direct_Answer_Generation,Beginner,1,True,14.31,5,Allowed_With_Citation,3,3.939,66.25,Medium,3,1,2,2,1,0,0,0,0,1,0,0,1,0,0,0.1299999999999999,1.205,31.560000000000002,1,15,4.995,1,Improved
111775,Medical,Freshman,3.099,18.67,Summarizing_Reading,Intermediate,3,False,13.83,6,Allowed_With_Citation,6,3.408,75.36,High,1,2,2,3,0,0,0,0,1,0,0,0,0,0,1,0.3089999999999997,1.35,32.5,1,36,2.999,1,Improved
111776,Humanities,Freshman,3.547,11.96,Direct_Answer_Generation,Beginner,1,False,11.35,5,Actively_Encouraged,6,3.86,67.88,Medium,1,1,3,2,0,0,0,1,0,0,0,0,1,0,0,0.3129999999999997,1.054,23.310000000000002,1,30,4.995,1,Improved
111777,STEM,Junior,3.493,4.5,Direct_Answer_Generation,Intermediate,3,False,15.41,5,Strict_Ban,4,3.677,95.15,Low,3,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0.18400000000000016,0.292,19.91,0,20,2.499,0,Improved
111778,Business,Junior,3.384,4.41,Direct_Answer_Generation,Intermediate,3,False,13.3,3,Strict_Ban,7,3.693,84.19,Medium,3,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0.30900000000000016,0.332,17.71,0,21,1.499,0,Improved
111779,Arts,Sophomore,2.962,0.64,Direct_Answer_Generation,Intermediate,3,False,10.34,1,Allowed_With_Citation,1,2.909,75.06,Low,2,2,2,1,0,1,0,0,0,0,0,0,1,0,0,-0.05300000000000038,0.062,10.98,0,1,0.5,0,Stable
111780,Business,Freshman,3.825,19.67,Ideation,Advanced,3,True,1.0,7,Allowed_With_Citation,5,3.833,93.98,Medium,1,3,2,2,1,0,1,0,0,0,0,0,0,1,0,0.008000000000000007,19.65,20.67,1,35,2.333,1,Stable
111781,STEM,Senior,2.003,5.76,Debugging/Troubleshooting,Intermediate,3,False,14.32,3,Allowed_With_Citation,3,2.26,70.55,Medium,4,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0.2569999999999997,0.402,20.08,0,9,1.499,0,Improved
111782,Business,Sophomore,3.388,10.02,Ideation,Beginner,1,True,9.26,1,Allowed_With_Citation,3,3.757,77.77,Medium,2,1,2,2,1,0,1,0,0,0,0,0,0,1,0,0.3690000000000002,1.082,19.28,1,3,0.999,0,Improved
111783,Business,Senior,2.531,6.17,Copywriting/Drafting,Advanced,3,True,18.06,4,Actively_Encouraged,2,3.272,73.06,Medium,4,3,3,2,1,0,1,0,0,0,1,0,0,0,0,0.7409999999999997,0.342,24.229999999999997,0,8,1.333,0,Improved
111784,Business,Senior,3.383,3.51,Direct_Answer_Generation,Advanced,5,False,17.76,5,Allowed_With_Citation,2,3.979,78.88,Medium,4,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0.5960000000000001,0.198,21.270000000000003,0,10,1.666,0,Improved
111785,Business,Junior,3.038,25.61,Copywriting/Drafting,Intermediate,4,True,1.0,8,Actively_Encouraged,5,3.025,63.61,High,3,2,3,3,1,0,1,0,0,0,1,0,0,0,0,-0.0129999999999999,25.584,26.61,1,40,3.998,1,Stable
111786,Medical,Freshman,3.146,7.91,Debugging/Troubleshooting,Beginner,2,True,10.46,1,Allowed_With_Citation,1,3.402,65.91,High,1,1,2,3,1,0,0,0,1,0,0,1,0,0,0,0.2560000000000002,0.756,18.37,0,1,0.999,0,Improved
111787,Medical,Junior,3.747,22.0,Copywriting/Drafting,Beginner,3,False,20.13,6,Actively_Encouraged,5,4.0,73.82,High,3,1,3,3,0,0,0,0,1,0,1,0,0,0,0,0.2530000000000001,1.093,42.129999999999995,1,30,5.994,1,Improved
111788,Business,Sophomore,2.909,1.1,Ideation,Intermediate,3,True,9.89,4,Strict_Ban,1,2.89,72.82,Low,2,2,1,1,1,0,1,0,0,0,0,0,0,1,0,-0.018999999999999684,0.111,10.99,0,4,1.999,0,Stable
111789,Humanities,Senior,2.503,2.08,Direct_Answer_Generation,Beginner,3,False,13.56,2,Actively_Encouraged,2,2.679,74.41,Low,4,1,3,1,0,0,0,1,0,0,0,0,1,0,0,0.1759999999999997,0.153,15.64,0,4,1.998,0,Improved
